content,score,reviewCreatedVersion,at
Weh lawakkkk balikin duit gw skrg!!! Udah 3 hari pending ini!!!!!!!!,1,3.104.0,24/03/2024
Saya transfer dari ovo ke bank lain tapi tidak masuk? Kemana saya harus komplain? Mohon petunjuk tindak lanjut nya. Terima kasih.,1,3.104.0,24/03/2024
Sementara ini masih aman dan lancar,4,3.104.0,24/03/2024
Mantap pakai OVO transaksi mudah,5,3.104.0,24/03/2024
"KENAPA GABISA DIBUKA INI APP. Kebanyakan loding lah, masukin no loding lagi lah.TOLONG PERBAIKAN SEGERA!",1,3.104.0,24/03/2024
Ini kenapa harus pake email segala sih ka kenapa gk langsung login aja gk bisa di pake gitu kalo gk ada email nya...??? Kaya apk dana donk memudahkan penguna,1,3.104.0,23/03/2024
"Tranfer kaya jaman dulu pake kantor pos masuknya 2 hari, sedagngkan orang perlu kirim uang tau gitu gak pake ovo, aplikasi lain gak sampe 5 menit sudah masuk... Parah nih aplikasi bikin kapok fiks abis ini delete.",1,3.104.0,23/03/2024
"Kok makin ga jelas, tolong lah perbaiki",1,3.104.0,23/03/2024
Mempermudah perjalanan hidup,5,3.104.0,23/03/2024
"Gak bisa transfer, suruh update gak ada update...suruh pasang ulang aplikasi sekarang malah gak bisa di buka...mana saldo di dalam masih ada",1,3.104.0,23/03/2024
Wah masak pembayaran belum bisa kok saldo sudah kepotong Ini setelah berhasil tapi dr pihak lainnya belum masuk ngadu ke bantuan lama proses ny tolong dong diperhatikan,1,3.104.0,23/03/2024
Rekomended bgt kawan !!!!,5,3.104.0,23/03/2024
TF ke m banking pending 2 hari kerja Udah lebih dari 2hari kerja gak ada proses ya. Kalau batal yaudah batalin Balikin saldonya,1,3.104.0,23/03/2024
makin d uptade bukany makin bagus lama makin lama gx bisa d buka buat trnfer gx bisa padahal saldo banyk sering ngebug loading makin lama padahal sebelum uptade gx ada masalah (walau pun ada kadang kalahny keluar sendiri) jaringan juga lancar lancar koh saya bukan aplikasi. yang lain jga lancar tolong d perbaiki developer padahal banyak saldony gx bisa d kirim buat bayar,1,3.104.0,23/03/2024
"Anjirrr transfer uang smpe 2 hari kerja gila apa... Tanda"" bahaya ini... Gk rekomend pke ovo ngeri",1,3.104.0,23/03/2024
"Saya sudh mentransfer ke Qris saya, pas di bukti transaksi ovo dana sudh di terima, saya cek di qris saya itu enggak ada masuk mau maling uang receh? Kocak bisa di laporin ke pihak berwajib !!!",1,3.104.0,23/03/2024
Super cepat dan akurat mudah,5,3.104.0,23/03/2024
Ko aplikasi ovo saya ngk bisa di buka dgn data seluler hanya bisa di buka dgn WiFi aja.. aplikasi ovo makin kesini makin ngk bagus lagi deh,1,3.104.0,23/03/2024
Aplikasi sngat bagus,3,3.104.0,23/03/2024
Kenapa pelayanan nya sekarang sangat buruk saya tf dana melalui qris di tgl 21-4-2024 sampai 24-4-2024 blm juga masuk . Padahal setatus nya sudh berhasil dan dana saya sudh berkurang . Tolong kebijakan nya dan tanggung jawab nya .,1,3.104.0,23/03/2024
Kenapa login ovo susah bangettt,1,3.104.0,23/03/2024
"Jelek sekali, habis di topup tiba2 tidak bisa digunakan untuk transaksi, aplikasi bangke, mencuri uang user",1,3.104.0,23/03/2024
Kenapa tiba2 di blok akun saya,1,3.104.0,23/03/2024
"Pas transaksi gagal tapi saldo terpotong, bikin laporan tidak bisa terkirim, gimana nih??? saldo saya hilang tolong dari pihak ovo respon",1,3.104.0,23/03/2024
Cepat proses semua pelayanan bank cepat,5,3.104.0,23/03/2024
Benar benar sangat berguna saat mengunakan ovo bayar apapun bisa pake ovo trimakasih,5,3.104.0,23/03/2024
Gak jelas... . Eror terus. Notif tok. Gak penting blas...,1,3.104.0,23/03/2024
Playanan dalam pengaduan terkadang kurang tanggap apa yamg di laporkan mengenai gendala pemakai ovo yang trobel. Dan untuk call wa utuk laporan atau pngaduan gndala...jawabnya jga lambat .mohon himbauannserta dukungannya...smua hanya dmi kritik membangun supanya lbih baek dan benar dari yang terbaek dan benar..,1,3.104.0,23/03/2024
Duit gua balikin woyy,1,3.104.0,23/03/2024
Mantap saya suka aplikasinya sangat memuaskan,4,3.104.0,23/03/2024
Mantap sekali OVO,5,3.104.0,23/03/2024
"Ngirim selalu gagal, biaya mahal",1,3.104.0,23/03/2024
Mantab dan mudah untuk semua pembayaran,5,3.104.0,23/03/2024
Udah di kirim email nya. Tapi belum ngasih link aplikasi ini ribet ga kaya aplikasi dana. Gopey,1,3.104.0,23/03/2024
mudah2an banyak bonus dari setiap transaksi,5,3.104.0,23/03/2024
"Masa isi saldo aja harus ada potongan terus 1500. Kecuali transfer ia aja gak apa apa ada biaya admin,ini mah setiap isi ulang harus ada potongan.. Udah mulai males jdinya pakai OVO...",1,3.104.0,23/03/2024
"kenapa masih dalam proses terus transanki ovo saya,gimana sih aplikasi ini.",1,3.104.0,23/03/2024
"Balikin duitku, saldoku kesedot tapi kuotanya ga masuk.",1,3.104.0,23/03/2024
"Biasanya kalo keluar biasanya kalo mau masuk gampang , tapi ini pas mau masuk kenapa harus daftar lagi pas di coba daftar lagi email ada sudah terdaftar lah terus harus daftar pake email mana masa pake email baru nanti uangnya jadi 0 perak dong , mana ada duitnya lagi sayang banget sampe skrng ga bisa di buka pake email yang lama :((((",2,3.104.0,23/03/2024
"Nyesel tf kerekening bank lain pake ovo bukanya masuk malah ilang,",1,3.104.0,23/03/2024
Kenapa kok habis updit selalu gagal masuk sdh hampir 2 bln belum bisa juga selalu oops kamu ngak bisa login padahal udah instal ulang juga,5,3.104.0,23/03/2024
"Semenjak update transfer sering bug nunggu Sampek 2 hari saldo blom juga berhasil , perbaiki dong mau Sampek kapan kayak gini",1,3.104.0,23/03/2024
Gampang banget ya,5,3.104.0,23/03/2024
"Klo gagal reimbersnya susah, contohnya seperti e toll. Yg surah-surah begitu. 🙏🙏",3,3.104.0,23/03/2024
"sering gangguan, gabisa masuk aplikasinya, sistem sering sedang istirahat,",2,3.104.0,23/03/2024
"Gimana nih saldo tiba² hilang , pdahal GK di pke sama sekali ,baru ngisi udah hangus aj,, tanggung jawab nya dong ovo",3,3.104.0,23/03/2024
ga tau kenapa sama ovo ini ga bisa masuk ke akun ku selalu muncul tulisan ovo doang tapi ga bisa kebuka pdhl mau cek transaksi tf kemarin TF tapi masih proses giliran masuk ke akun ga bisa kebuka hmm pdhl udh update loh,2,3.104.0,23/03/2024
"Minta pembaruan terussssssss, masuk aplikasi terus minta pin. Tapi loadingnya lelet x. Gak bisa kebuka.",1,3.104.0,23/03/2024
Verifikasi Kaga dapet dapet,1,3.104.0,23/03/2024
Cukup membantu saya,4,3.104.0,23/03/2024
tolong ovo. di perbaikin dong... gw udh pengguna lama tapi sering bgt kcewa sama ovo. lemot bgt. udh gitu minta di upgrade mlu.,1,3.104.0,23/03/2024
saya kasi bintang 2 dulu kalau memuaskan saya baru kasih 5 bintang,2,3.104.0,23/03/2024
Ko punya saya ga bisa diupgrade padahal baru punya aplikasi ovo..jadi nya ga bisa kirim uang..bisa nya cuma buat isi pulsa,2,3.104.0,23/03/2024
Aplikasi apa ini Asik eror eror eroorrrrrr aja,1,3.104.0,23/03/2024
saldo saya ilang tapi responya lama,1,3.104.0,23/03/2024
"Kecewa sbg pengguna ovo,,admin ovo lelet,pemalas",1,3.104.0,23/03/2024
Apakah ovo lagi gangguan ya,1,3.104.0,23/03/2024
Ini bagaimana top up game kok gak bisa,2,3.104.0,23/03/2024
"Buruk sekali , top up cash lama baru masuk",2,3.104.0,23/03/2024
Bagus aplikasi nya ngirim nya cepat banget,5,3.104.0,23/03/2024
Terimakasih OVO atas bantuannya sehingga akun saya bisa bekerja kembali,5,3.104.0,23/03/2024
Makin lemot dibuka... kaya e ek...,1,3.104.0,23/03/2024
"Aplikasi tidak bisa di buka, after masukin PIN/Finger Print malah force close terus",1,3.104.0,23/03/2024
Cukup membantu saya dalam bertransaksi secara online,5,3.104.0,23/03/2024
"Mau tf harus upgrade foto KTP ,buka notifikasi pesan udah 1jam muterr aja...opo to Iki kii....",2,3.104.0,23/03/2024
Uang saya kenapa hilang ya Tolong dong,1,3.104.0,23/03/2024
Sangat sangat membantu saya dalam pengiriman uang Via OVO.,5,3.104.0,23/03/2024
App oke juga tingkatkan terus pelayanan good job,4,3.104.0,23/03/2024
Mau transfer diminta data ulang...nunggu lagi 24 jam..kok gak jelas ni apl GK seperti dana no ribet,1,3.104.0,22/03/2024
Kak kenapa saya tidk bisa masuk ke akun ovo ya.. Tolongdi bntu... Kenapa setiap saya masukkan security code jawaban dari ovonya saya tidak bisa login dan harus di atur ulang denga versi ovo yang lama kak,2,3.104.0,22/03/2024
CARA DAFTAR NYA GIMANA SIH GAK JELAS,1,3.104.0,22/03/2024
Buat upluod QR asli sulit banget,1,3.104.0,22/03/2024
Gampang penggunaan ny,5,3.104.0,22/03/2024
"Cok,aplikasi ndak guna",1,3.104.0,22/03/2024
ovo makin kacaw sering eror kalo mau transfer serign banget gangguan,1,3.104.0,22/03/2024
Saya sudah merubah ulasan mudahan saya berkesempatan menikmati ovo paylatter.,5,3.104.0,22/03/2024
aplikas membantu masalah keuangan saya,5,3.104.0,22/03/2024
"ini gimana pihak ovo saya tidak bisa ganti no tlp verefikasi pun tidak bisa masuk, sedangkam uang saya tidak bisa dapat di ambil",1,3.104.0,22/03/2024
Sangat memuaskan sekali pokoknya 😘😘😘,5,3.104.0,22/03/2024
Sip... Gampang mudah cepat,5,3.104.0,22/03/2024
"ovo sialan,saya tranfer uang pake qris 500k,uang udah kepotong,,saldonya blm masuk...masih dalam proses katanya,udah berhari hari...",1,3.104.0,22/03/2024
"Pengembalian dana saya, sangat lama terhitung sampai 20 hari belum dibalikin. Untung masih hanya transaksi via qris 126K. Bagaimana kalau jutaan. Mikir2 mau pake aplikasi ini utk transaksi. Sangat lelet, telp ksana kmri. Cuma dilempar2 saja.",1,3.104.0,22/03/2024
Baru pakai kasih bintang 4 aja dulu,4,3.104.0,22/03/2024
apk yang sangat bagus mudah dipahami,4,3.104.0,22/03/2024
Apa ovo bisa menarik kembali saldo yang sudah di transfer karna salah nomer tujuan Sedangkan nomer tujuan belum terdaftar sama sekali di provider tertentu,1,3.104.0,22/03/2024
Transfer gak bisa beli pulsa gak bisa gmana ini,4,3.104.0,22/03/2024
"Lebih nyaman pake dana, tf ke bank gratis",1,3.104.0,22/03/2024
Aplikasi nya mantap,5,3.104.0,22/03/2024
Saya dapat transfer dr temen saya tapi hampir 2 jam belum masuk juga saldo y,1,3.104.0,22/03/2024
"Bagus banget aplikasinya sangat membantu, mudah lagi",5,3.104.0,22/03/2024
Berikan kenyamanan,1,3.104.0,22/03/2024
"Saya pengguna setia ovo tapi baru kali ini pelayanannya tidak sesuai harapan,call centernya di telfon² tapi gak ada respon",1,3.104.0,22/03/2024
Yuuu mantap banget,5,3.104.0,22/03/2024
"Mantull, banyak hadiah nya",5,3.104.0,22/03/2024
"Kurang puas sangat kecewa,,isi saldo aja kena potongan narik kena potongan... Mendingan aplikasi DANA aja ga ada potongan sama sekali",1,3.104.0,22/03/2024
Kok kalo topup 20 ribu kadang nggak masuk njir,1,3.104.0,22/03/2024
"Sangat sangat buruk, mau login aja susah setengah mati, mohon di perbaiki, pantess banyak yang pindah sebelahh disini aja ngga nyaman sama sekali mau transaksi di persulit",1,3.104.0,22/03/2024
Terlalu banyak potongan admin,3,3.104.0,22/03/2024
Parah ni aplikasi mau tf aja susah,1,3.104.0,22/03/2024
Aplikasi transaksi paling gajlas top up ada potongan transaksi ada potongan eh giliran bikin laporan nunggu 5h kerja liat noh tetangga DANA transaksi lancar bebas potongan,1,3.104.0,22/03/2024
"Apk. Nya skrng burik, mau buat bayar tagihan ajh sush bngt",1,3.104.0,22/03/2024
"Maaf gak jelas akun adekku katanya terdeteksi kecurangan,pdhal dia aja ga buat salah apa apa njirtt, setelah di hub pun dikatain curang,kan namanya juga no hp adikku yg aku TF sendiri",5,3.104.0,22/03/2024
Sehari hampir 10x transaksi di ovo. Main catchback dapet 10 poin mulu. Dari November tahun lalu main catchback cuma keluar 10 poin doang. Berarti total udah 100 lebih main yg di dapet cuma kurang lebih 1000an poin total. Jadi hadiah yg di iklan cuma pemanis doang ya ges 😄😄😄,2,3.104.0,22/03/2024
Loading nya setahun sering eror . Aplikasi ampas,1,3.104.0,22/03/2024
Lancar2 aja,5,3.104.0,22/03/2024
Saya transfer uang pake ovo dari smalam smpai skrng udh hampair satu hari belum masuk. Keterangan nya di proses. Ko lama banget proses pengirimannya ..tolong d proses itu kiriman saya,1,3.104.0,22/03/2024
Saldo saya sudah terpotong tapi tidak masuk ke tujuan,1,3.104.0,22/03/2024
"Jelek aneh kenapa banyak bug nya, tolong lah setiap saya buka apk nya kenapa loading nya lama banget padahal jaringan saya bagus , tolong di bantu secepatnya tq.",2,3.104.0,22/03/2024
pelayanan nya lambat chat dari pagi sampe sore cuma di bales bot doang,1,3.104.0,22/03/2024
Bagus fitur fitur nya kgk kaya dulu login susah,5,3.104.0,22/03/2024
Aplikasi ngaco.. Isi pulsa sama paket data aja gak pernah bisa..,1,3.104.0,22/03/2024
Tolong kode qris ovo bisa di screenshot agar orang yang belum premium bisa TF ke kita,5,3.104.0,22/03/2024
Cara login y terlalu berbelit blit...bagi saya app ini gx bagus sama skali bagi saya,1,3.104.0,22/03/2024
Kenapa update saya selalu di tolak. Padahal saya ada saldo 150k di dalam aplikasi ovo. Mohon petunjuk Bagaimana cara saya mau tarik uang saya kembali 🙏,1,3.104.0,22/03/2024
Kenapa sekarang aplikasinya gak bisa di buka ya,1,3.104.0,22/03/2024
Parah... mau transfer dan upgrade gak bisa. Duit yang ada cuma buat belanja doang.,1,3.104.0,22/03/2024
Cukup bagus Pi m,5,3.104.0,22/03/2024
"Hapus biaya admin, perbanyak promo, perendah kebutuhan harga",3,3.104.0,21/03/2024
Saya kasih 3 dlu yaa baru pertmaa coba..tpi lumayan mudah,3,3.104.0,21/03/2024
Ovo parah transfer sudah dipotong saldo belum masuk tolong segera fast respond dari pusat bantuan ovo dong,1,3.104.0,21/03/2024
Aplikasi sangat membantu.. tabkasih bintang 5,5,3.104.0,21/03/2024
Saya isi pulsa gagal karna salah nomer.katanya saldo akan dikembalikan tapi mana.. cuman notif saja dana akan dikembalikan kenyataanya lama banget gak dikembalikan.,1,3.104.0,21/03/2024
Pihak ovo bagai mana ni uang saya yg di tf tida masuk tujuan makin sini makin parah ni afk muak saya oleh sistem nya makin hari bukan makin bagus malah makin busuk😡😡😡,1,3.104.0,21/03/2024
MAKIN LAMA MAKIN NGACO MASA TRANSAKSI KAGAK BISA NUNGGU SEMINGGU ANEH PRIK,1,3.104.0,21/03/2024
Mulai eror lgi nih ovo.. Transaksi via Qris gk bsa loading trs.,1,3.104.0,21/03/2024
Bintang satu aja dah Kebagusan. Baru instal udah langsung unnistal aja. Mau daftar kok gak bisa ngisi nama. Apk gak jelas,1,3.104.0,21/03/2024
Ovo belum bisa di percaya pengeriminan nyah.masih bagus apk sebelah,1,3.104.0,21/03/2024
Buat yang mau instal apk ini mending liat dulu comen. Apk ngebug transaksi qr ini yang ke5x nya saldo ke potong transaksi stak dalam proses apk ter taiiiiik,1,3.104.0,21/03/2024
"Ovo aplikasi taii!!saldo terpotong dana belum masuk!!sering sekali kaya gini,bikin pembayaran telat,kalau memang tidak masuk tolong kembalikan langsung bukan ditahan saldo saya,ribet harus bikin laporan pengembalian lama!!!nyesel pake ovo!!!",1,3.104.0,21/03/2024
Bner bner apk ewalet tidak berguna . Masa transaksi sering bnget nyangkut. Coba dong lbih d prbaiki lagi ni apk . Hadehhh,1,3.104.0,21/03/2024
Semoga penyimpanan di ovo keamannya bis terjamin,5,3.104.0,21/03/2024
untuk topup melalui bank potongan saldo terlalu banyak Rp.1000 mohon dikurangi menjadi Rp.500 dan untuk tf ke bank tertentu mohon disediakan free voucher seperti di Aplikasi DANA,2,3.104.0,21/03/2024
"Kalo kerja jangan lemot, transaksi di proses hampir sejam dari qris masih belum masuk, tolol hapus aja apk gak guna",1,3.104.0,21/03/2024
"Setelah pembaruan, tidak bisa dibuka. Setiap setelah memasukan pin, tibatiba tertutup sendiri. Tolong segera di fix",2,3.104.0,21/03/2024
Mau mendaftar aja susah bgt,1,3.104.0,21/03/2024
"susah utk transfer,sering eror ,nmnunggu 24 jam....",3,3.104.0,21/03/2024
Ngak bisa tuliss nama lengkap ni min caranya gimana,2,3.104.0,21/03/2024
Lahh ini gimna sih pembayaran sedang diproses mulu padahal saldo udah kepotong tapi masih belum masuk² ke rekening tujuan,1,3.104.0,21/03/2024
"Akun di blokir,karena terus terusan salah masukin security code...apakah masih bisa di buka???",1,3.104.0,21/03/2024
"Tidak bisa melakukan transaksi olshop. Jika harus menghubungi tim melalui chat apakah kerja tim bisa membantu,? Tentu tidak, jika memang bisa membantu seharusnya tidak ada kendala apapun. Itu tandanya tim magang, bukan profesional. Trimakasih ovo jika 1×24 jam tidak ada perubahan saya kluar dari aplikasi ovo dan uninstall, percuma juga ovo gk brfungsi",1,3.104.0,21/03/2024
ovo kok aneh pake data ga bisa tapi giliran pake wifi baru bisa.kok aneh,1,3.104.0,21/03/2024
"Ovo semakin parah, top up saldo g masuk, pdhl yg top up sdh berkurang saldo nya. Sdh 2x bulan feb 24 sama bln ini Maret 24. Respon via bantuan jg lama.. Terpaksa pakai OVO Krn saya driver Grab. saran yg mau pakai aplikasi OVO mending pikirkan lg..",1,3.104.0,21/03/2024
Bagus aflikasi nya,5,3.104.0,21/03/2024
Kenapa ya gk bisa di buka dari tadi 🤦‍♀️,4,3.104.0,21/03/2024
"Mahal tiap transaksi,,, PARAH PARAH",1,3.104.0,21/03/2024
🤲🏻 ALHAMDULILLAH.. BARRAKKALLAH.. SEMOGA SEMAKIN SUKSES SOLID DAN BERKAH SELALU KEPADA PARA PEGAWAI2 DAN TIM2NYA OVO...🤲🏻👍🏻🤗🙏🏼 DAN SEMAKIN AMANAH JAYA SELALU OVO🤲🏻👍🏻🤗🙏🏼,5,3.104.0,21/03/2024
"Transaksi mahal. & LAYAR UNTUK SALDO BLANK PUTIH, TAK TERLIHAT.😞",1,3.104.0,21/03/2024
Lope lope sekebon.... Mudah dan sesimple itu transaksinya Thankyou OVO,5,3.104.0,21/03/2024
"He ovo,,kenapa Aplikasi saya gk bisa di buka,,gak mau login...g mana ini dgn Saldo saya...makin gk jelas aja ini ovo.. Masak gagal memproses terus..gi mana ini",1,3.104.0,21/03/2024
stiap isi etoll psti gk pernah masuk ke emoney tapi pembelian berhasil...aneeehhhh saldo kepotong tpi emoney gk ke isi...,1,3.104.0,21/03/2024
Setiap bertransaksi ovo poinya nga masuk..,3,3.104.0,21/03/2024
"apk burik daptar ke ovo primier aja bilang nya identitas saya ga ke baja dmgn jelas, udah lah nyesel saya download apk ini",1,3.104.0,21/03/2024
Aplikasi nya semakin di update bukan tambah bagus malah makin jelek.. Parah aplikasi nya Masa bayar listrik token aja lama kali prosesnya sampe 24 jam gak selesai2 padahal saldo saya sudah di potong.. Ini listrik saya sudah mati.. Belum juga di kirim kan no buat isi tokenya.. Sudah parah jeleknya Aplikasinya jelek bgt,1,3.104.0,21/03/2024
"Sangat membantu, semogaaaa semakin ditingkatkan fitur2 nya",5,3.104.0,21/03/2024
"Asli parah banget ini..makin lama bukan nya mkin bagus mlah tambah parah..sering eror, kirim ke bank 2 hari blom ada masuk..asli parah banget ini mah",1,3.104.0,21/03/2024
Mudah transparan,5,3.104.0,21/03/2024
Transfer gagal trus....alasanya ada transaksi mencurigakan.....parah..parah..parah...,1,3.104.0,21/03/2024
Setelah update makin parah,2,3.104.0,21/03/2024
Sangat memudahkan dalam bertransaksi,3,3.104.0,21/03/2024
"Apk BANYAK MASALAH,, tf aja ga masuk"",, sering banget kek gitu, Abis update bukan memperbaiki apk malah Mperburuk!!! Fokus ke DANA aja kawan""!",1,3.104.0,21/03/2024
"apaan ini sih ..udah wajib force update dah gitu transaksi gagal...wkkkkk...biasakan lah launching beta dulu sebelum memaksakan user mu mencoba newly fitur (maybe)...sekelas OVO masa iya punya kualitas yg sangat buruk seperti ini...ckckckc edited : nah gitu donk...transaksi berjalan sangat normal, tidak ada masalah sma sekali dg FORCED update, semua aktivitas berjalan seperti yg memang sudah dipastikan..keep it up..( user ovo forever ) LOPE LOPE",5,3.104.0,21/03/2024
Bikin kesel sumpah,1,3.104.0,21/03/2024
"Mas saya sudah melakukan pembayaran di pinjaman winwin pembayaran lewat ovo tapi knp gda bukti transfernya dan dari pihak pinjaman winwin blm menerima pembayaran dari ovo,pembayarannya tadi jam 9kurang sebesar 870400tolong dicek mas biar ada bukti transferanya",2,3.104.0,21/03/2024
Ok..cepat transaksi,5,3.104.0,21/03/2024
Kasih 4 bintang dulu karena masih besar biaya administrasi,4,3.104.0,21/03/2024
"Mau Scan tiket ""secure parking"" gak bisa logout sendiri dan diminta update aplikasi padahal gak ada update di google play store, udh 3x dicoba gak bisa-bisa logout sendiri begitu terus, kecewa knp masih ada ""Bug"" seperti ini, tlng diperbaiki OVO",3,3.104.0,21/03/2024
"assalamu'alaikum kepada pihak CS yg terhormat 🙏🏻. Saya benar-benar mohon UNTUK DI TINDAK LANJUTI MASALAH ""JIKA TRANSFERAN BERHASIL DARI OVO, TAPI BELUM MASUK DI REKENING TUJUAN DAN SALDO SUDAH TERPOTONG"". saya sudah gmail berkali-kali sampai saya telpon pun juga tidak ad responnya sama sekali :'( . saya bermohon sangat untuk di tindak lanjuti seperti ini, karena uang tersebut untuk melunasi obat orang tua saya di Rumah sakit, dan hari ini orang tua saya kembali masuk rumah sakit lagi. TOLONG.",1,3.104.0,21/03/2024
"Mantul ,semoga berkah jualannya",5,3.104.0,20/03/2024
"Saya mau buat akun premier semua langkah sudah terpenuhi, pas di Poto Selvi tidak mendeteksi muka saya smjadi malas pake OVO. Tolong di perbaiki",1,3.104.0,20/03/2024
"transfer sering gagal,padahal sdh versi ter baru,,dan transfer nya pun ke sesama ovo seharus lebih gampang,,ini sering gagal ,,,,",2,3.104.0,20/03/2024
Saya kasi bintang 1 di karna kan setiap saya melakukan transfer selalu gagal Tolong pihak ovo di perbaiki,1,3.104.0,20/03/2024
Bagaimana cara nya kalo mau ganti email karna lupa email,1,3.104.0,20/03/2024
Aplikasi gak tau diri GK malu mkan duit orang kecil.masak transfer udah berhasil dikirim.eh mlh GK masuk di rekening tujuan.bngsat,1,3.104.0,20/03/2024
Mending pake dana dari pada ovo,1,3.104.0,20/03/2024
Bagus tapi sayang ada biaya pengirimanya,3,3.104.0,20/03/2024
dibuat tf aja nunggu 2hari aplilasi sesat,1,3.104.0,20/03/2024
"aneh sekali saya melakukan transfer saldo sudah terpotong tapi ga masuk ke rekening tujuan ,tolong di perbaiki lagi sistem keamanan nya ,jadi ragu simpan uang di ovo .sudah hubungi pusat bantuan dan dm ig pun masih gada kejelasan.",1,3.104.0,20/03/2024
"Apakah ketika top ovo melalu konter hp dengan mbank konter, transaksi pembayaran berhasil tapi saldi belum masuk juga.",2,3.104.0,20/03/2024
kok ngk bisa di buka ovo,3,3.104.0,20/03/2024
Apakah ovo bisa pinjam uang,2,3.104.0,20/03/2024
Ovo lama2 kya asu baru ngisi aplikasinya ga bisa di buka,1,3.104.0,20/03/2024
Aplikasi eek.busuk banget,1,3.104.0,20/03/2024
Kapan ovo bisa gratis kirim seperti ewallet yg Lain???,1,3.104.0,20/03/2024
Kenap tida bisa daftar ovo di hp saya,1,3.104.0,20/03/2024
Mantap lancar jaya ..apalagi kalau ada paylater nya makin mudah aja buat ovo,5,3.104.0,20/03/2024
"Sangat cpt transaksi,tp sy yg krg puas dr ovo mau upgrade ktp sgt susah, tlg di permudahkn apk ny klo kt mau buat ovo premiumnya",3,3.104.0,20/03/2024
Lebih Mahal biaya admin nya dari app biru sebelah Gratis transfer gratis transfer preett... biaya admin bisa sampe 2.500 bukan pelit. Lebih bagus gausah di buat gratis transfer 10× nya dari pada nipu,1,3.104.0,20/03/2024
Memudahkan untuk keperluan pembayaran apa saja,5,3.104.0,20/03/2024
Susah banget mau foto selfi juga gagal terus harus gimana sih,1,3.104.0,20/03/2024
Saldo Saya sudah kembali. 🥰,5,3.104.0,20/03/2024
"Aplikasi dompet digital ter lelet, tolong perbaiki",1,3.104.0,20/03/2024
gabisa dibuka mentok dimenu doang.. percuma top up kalo gabisa dibuka gini,1,3.104.0,20/03/2024
"Pembayaran lewat QRIS masih dalam proses,tapi saldo sudah terpotong,akhirnya saya melakukan pembayaran QRIS menggunakan aplikasi lain.mohon segera kembalikan dana ovo saya.",1,3.104.0,20/03/2024
"Aplikasi sangat membantu sekali,,,mohon ACC pengajuan saya",5,3.104.0,20/03/2024
Saran aja bossku..kasih THR donk bagi para nasabah yg sering top up...👍👍👍,5,3.104.0,20/03/2024
"Mau bayar parkir minta update,udah di update,minta update lagi,kan PA,udah tau baru di update",1,3.104.0,20/03/2024
Mantap dan mudah banget,5,3.104.0,20/03/2024
Maaf saya kasih 4 dl soal na saya baru menggunakan na,5,3.104.0,20/03/2024
Ovo berkendalo makin kesini susah di buka,1,3.104.0,20/03/2024
Gimana cara nya supaya akun ovo saya bisa aktif lagi,5,3.104.0,20/03/2024
Aplikasi kont*l,1,3.104.0,20/03/2024
"sejauh ini hasil nya memuaskan,,,",4,3.104.0,20/03/2024
Adanya ovo bisa sedikit membantu saya untuk transaksi apapun trimakasih,5,3.104.0,20/03/2024
Ribet masuk premier,2,3.104.0,20/03/2024
Ovo memang keren banget utk bayar-bayar,4,3.104.0,20/03/2024
Ini bru oke bisa tranper,3,3.104.0,20/03/2024
"Saya mau konfirmasih,ada saldo yg terkirim ke akun ovo saya yang pertama Paulus Mali Bere tpi No hpnya sama dengn yang di pake istri saya gimana solusinya,g ada jawaban",5,3.104.0,20/03/2024
Apk buruk transfer cuma bisa ke sesama ovo. Topup jg ada biaya admin nya. Msh jauh dengan apk dana.,1,3.104.0,20/03/2024
"Kenapa update Mala ngikutin apk sebelah, untuk jumlah tarik tunai minimal 50. Uda enak enak dulu bisa kurang dari 50 sekarang Mala minimal 50 , nyusahin bagi rakyat jelata",1,3.104.0,20/03/2024
Sangat simpel dan membantu,5,3.104.0,20/03/2024
"Parah si habis transaksi akun langsung di blokir padahal masih ada sisa saldo di dalam nya,",1,3.104.0,20/03/2024
"Aplikasi agak berat, bukti TF tidak bisa dibgikan mengandalkan screensoot saja. Tiru aplikasi link aja",2,3.104.0,20/03/2024
"Aplikasi parah ini,,kenapa aplikasinya tutup,jadi khawatir kalo mau pakai ovo",1,3.104.0,20/03/2024
"Apk bisa bisa jg ya istirahat Setiap x mau buka apk,,yg kluar tulisan nya SEDANG ISTIRAHAT padahal saya mau menggunakan apk itu Tolong donk yg punya apk, istirahat nya jgn lama²",1,3.104.0,19/03/2024
"Saya melakukan pembayaran qris sebesar 100.000 , tetapi saldo saya terpotong dan status pembayaran di proses , saya menunggu sudah 3 jam tapi status masih di proses , sudah menghubungi cs tapi respon lelet dan tidak ada gunanya",1,3.104.0,19/03/2024
Program promo yang percuma. Tidak ada penawaran yang menarik untuk usernya,2,3.104.0,19/03/2024
Tapi kokok belum bisa up date ovo premium ya tolong gimana jadi premium ya,4,3.104.0,19/03/2024
"Kenapa yah apk saya mah tidak bisa masuk selalu salah di bagian masuki nama lengkap dengan afabel,titik,koma selalu sajah dengan begituh",1,3.104.0,19/03/2024
Ovo ku tak bisa tranfer kenapa ya bos,2,3.104.0,19/03/2024
"Sering pending pembayaran tetapi dana tidak kembali ,sungguh sangat mengecewakan menyesal saya bertransaksi di ovo",1,3.104.0,19/03/2024
